Sample name,Sex,Biosample ID,Population code,Population name,Superpopulation code,Superpopulation name,Population elastic ID,Data collections,PC1,PC2,PC3,PC4,PC5
HG01981,female,SAME125247,PEL,Peruvian,AMR,American Ancestry,PEL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
HG01982,male,SAME1840111,PEL,Peruvian,AMR,American Ancestry,PEL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0154861,-0.00407795,0.0575378,0.0594216,0.0097533
HG01983,female,SAME1840106,PEL,Peruvian,AMR,American Ancestry,PEL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
HG01984,male,SAME1840105,PEL,Peruvian,AMR,American Ancestry,PEL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
HG01985,female,SAME1840099,ACB,African Caribbean,AFR,African Ancestry,ACB,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",0.0305995,-0.00197053,0.00504696,-0.00645259,0.0207162
HG01986,male,SAME1840091,ACB,African Caribbean,AFR,African Ancestry,ACB,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",0.0284046,-0.000394736,0.0052048,-0.00684111,0.020346
HG01987,male,SAME1840089,ACB,African Caribbean,AFR,African Ancestry,ACB,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
HG01988,male,SAME1840175,ACB,African Caribbean,AFR,African Ancestry,ACB,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",0.00460653,0.00441113,0.00128645,-0.00698446,0.0171667
HG01989,female,SAME1840166,ACB,African Caribbean,AFR,African Ancestry,ACB,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",0.0125229,-0.000511602,0.000866697,-0.00443464,0.020784
HG01990,male,SAME1840235,ACB,African Caribbean,AFR,African Ancestry,ACB,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",0.0310234,-0.00248119,0.00489313,-0.00634633,0.0184443
HG01991,male,SAME124743,PEL,Peruvian,AMR,American Ancestry,PEL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0145619,-0.00273193,0.056289,0.0582172,0.00756519
HG01992,female,SAME124742,PEL,Peruvian,AMR,American Ancestry,PEL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0161728,-0.00824085,0.0667346,0.0756031,0.0102272
HG01993,female,SAME124741,PEL,Peruvian,AMR,American Ancestry,PEL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
HG01995,female,SAME1839958,PEL,Peruvian,AMR,American Ancestry,PEL,1000 Genomes on GRCh38,,,,,
HG01997,female,SAME124740,PEL,Peruvian,AMR,American Ancestry,PEL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0157108,-0.00692036,0.0634429,0.0704506,0.0107263
HG01998,male,SAME124739,PEL,Peruvian,AMR,American Ancestry,PEL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
HG02002,male,SAME123618,PEL,Peruvian,AMR,American Ancestry,PEL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0154393,-0.0039192,0.0574788,0.0611071,0.00968898
HG02003,female,SAME123619,PEL,Peruvian,AMR,American Ancestry,PEL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0152292,-0.00520005,0.0600174,0.0649974,0.0103482
HG02004,female,SAME123620,PEL,Peruvian,AMR,American Ancestry,PEL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
HG02006,female,SAME1840279,PEL,Peruvian,AMR,American Ancestry,PEL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",0.00538975,0.00247963,0.0215536,0.0270527,-0.0268839
HG02008,male,SAME123621,PEL,Peruvian,AMR,American Ancestry,PEL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0151551,-0.00588242,0.0614587,0.0665925,0.00980055
HG02009,male,SAME123622,ACB,African Caribbean,AFR,African Ancestry,ACB,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",0.0278319,0.000580182,0.00554381,-0.00710416,0.0183329
HG02010,female,SAME123444,ACB,African Caribbean,AFR,African Ancestry,ACB,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",0.0271534,0.00094007,0.00537179,-0.00740635,0.0186478
HG02011,male,SAME123443,ACB,African Caribbean,AFR,African Ancestry,ACB,"1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 2,1000 Genomes phase 3 release",,,,,
HG02012,female,SAME1840403,ACB,African Caribbean,AFR,African Ancestry,ACB,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",0.0310516,-0.00185003,0.0051969,-0.00630687,0.0209504
HG02013,male,SAME1840396,ACB,African Caribbean,AFR,African Ancestry,ACB,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",0.0328041,-0.00353195,0.00484868,-0.00535161,0.0244162
HG02014,male,SAME123448,ACB,African Caribbean,AFR,African Ancestry,ACB,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",0.0290705,-8.45373e-06,0.00523683,-0.00609657,0.0177311
HG02015,male,SAME123447,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
HG02016,female,SAME123446,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.014187,-0.0291198,-0.00475645,-0.0107887,0.00186422
HG02017,male,SAME123445,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0146436,-0.0329645,-0.00276175,-0.0137356,-0.00109133
HG02018,female,SAME123451,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 2,1000 Genomes phase 3 release",,,,,
HG02019,female,SAME123450,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0149764,-0.0331575,-0.00230169,-0.014126,-0.00177676
HG02020,male,SAME125168,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0146884,-0.033866,-0.00257274,-0.0143933,-0.00291032
HG02021,male,SAME125171,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,1000 Genomes phase 3 release,,,,,
HG02023,male,SAME125307,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0150864,-0.0344141,-0.00209905,-0.0141888,-0.00353198
HG02024,female,SAME125182,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
HG02025,female,SAME125335,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0153059,-0.0351813,-0.00179652,-0.0149666,-0.00556362
HG02026,male,SAME125315,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0151013,-0.0350699,-0.00224892,-0.014379,-0.00747082
HG02027,male,SAME125318,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
HG02028,female,SAME124020,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.014723,-0.0333789,-0.00224377,-0.0139024,-0.00240954
HG02029,male,SAME124021,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.015177,-0.0355237,-0.00104874,-0.0142314,-0.00477
HG02030,male,SAME1839966,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
HG02031,female,SAME1839964,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.014923,-0.0339941,-0.00163135,-0.0139168,-0.00185176
HG02032,male,SAME1839959,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0152901,-0.0350465,-0.000595197,-0.0143872,-0.00269705
HG02035,male,SAME1840035,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0146483,-0.0332559,-0.00216011,-0.0136066,-0.00256853
HG02040,male,SAME1839803,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0149524,-0.0336851,-0.00230736,-0.0141357,-0.00317642
HG02046,female,SAME1839777,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes phase 3 release",,,,,
HG02047,male,SAME1839772,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0150626,-0.0337515,-0.0027233,-0.0140653,-0.00296451
HG02048,female,SAME123772,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.014792,-0.0337616,-0.00197218,-0.0133186,-0.00496902
HG02049,female,SAME123773,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.014851,-0.0339093,-0.00238071,-0.0132443,-0.00588929
HG02050,male,SAME1839555,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0152668,-0.0348926,-0.00162957,-0.0149068,-0.0038093
HG02051,male,SAME1839549,ACB,African Caribbean,AFR,African Ancestry,ACB,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",0.0329521,-0.00366993,0.00481304,-0.00562106,0.0238734
HG02052,female,SAME1839545,ACB,African Caribbean,AFR,African Ancestry,ACB,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",0.0332368,-0.00287508,0.00450929,-0.00431144,0.020574
HG02053,male,SAME1839543,ACB,African Caribbean,AFR,African Ancestry,ACB,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",0.0314321,-0.00238527,0.00502097,-0.00628096,0.0219473
HG02054,female,SAME1839538,ACB,African Caribbean,AFR,African Ancestry,ACB,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",0.0282363,-0.000367446,0.00513916,-0.00709822,0.019655
HG02055,male,SAME1839531,ACB,African Caribbean,AFR,African Ancestry,ACB,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
HG02056,male,SAME124162,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
HG02057,female,SAME124146,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0147119,-0.0346318,-0.00144494,-0.0136502,-0.00424945
HG02058,male,SAME125319,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.014334,-0.0318305,-0.00254626,-0.0113,-0.0022182
HG02059,female,SAME1839596,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 2,Human Genome Structural Variation Consortium, Phase 3,1000 Genomes phase 3 release",,,,,
HG02060,female,SAME1839679,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0151539,-0.0339949,-0.0016034,-0.0138719,-0.0025298
HG02061,male,SAME1839676,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.015066,-0.0337799,-0.00185778,-0.0145726,-0.00212936
HG02064,male,SAME1839658,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0148522,-0.0339878,-0.00190382,-0.0143429,-0.00238484
HG02067,male,SAME1839388,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0151481,-0.0342066,-0.00210052,-0.0148457,-0.00245034
HG02068,female,SAME123374,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
HG02069,female,SAME123375,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0148654,-0.0340109,-0.00262295,-0.0131801,-0.00420877
HG02070,male,SAME124908,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0151161,-0.0346535,-0.00204224,-0.0138062,-0.00456999
HG02071,male,SAME123102,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
HG02072,female,SAME123105,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0149503,-0.0340187,-0.00260679,-0.013161,-0.00466055
HG02073,male,SAME123104,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0151621,-0.0350086,-0.0020889,-0.0135363,-0.00469805
HG02074,male,SAME123107,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
HG02075,female,SAME123106,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0149229,-0.0340547,-0.0020914,-0.0137803,-0.00385091
HG02076,male,SAME124913,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0152263,-0.0354822,-0.00139582,-0.0146572,-0.00495296
HG02077,male,SAME123108,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
HG02078,female,SAME123099,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0150841,-0.0350781,-0.00174869,-0.0143589,-0.00496919
HG02079,male,SAME123098,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0149345,-0.0346477,-0.00210232,-0.0146721,-0.00466509
HG02080,female,SAME124825,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
HG02081,female,SAME124826,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0149212,-0.0340269,-0.00191363,-0.0137221,-0.00212167
HG02082,male,SAME124950,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0152088,-0.0349244,-0.000855714,-0.0138709,-0.00235632
HG02083,male,SAME124962,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
HG02084,female,SAME124973,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0146765,-0.0336567,-0.00249063,-0.013288,-0.00193568
HG02085,male,SAME124979,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0151298,-0.0338043,-0.00198357,-0.0135924,-0.00238809
HG02086,female,SAME124675,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0149807,-0.0337986,-0.00226151,-0.0134052,-0.0023852
HG02087,female,SAME124678,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0149016,-0.0337557,-0.00238737,-0.0138075,-0.00179221
HG02088,male,SAME124820,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0148187,-0.0338791,-0.00221794,-0.0137058,-0.00156729
HG02089,female,SAME124821,PEL,Peruvian,AMR,American Ancestry,PEL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0141137,0.000441785,0.0505948,0.0497896,0.00868647
HG02090,male,SAME124651,PEL,Peruvian,AMR,American Ancestry,PEL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0085522,0.000677669,0.0430714,0.0409711,0.0109301
HG02091,female,SAME124650,PEL,Peruvian,AMR,American Ancestry,PEL,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
HG02095,female,SAME1839064,ACB,African Caribbean,AFR,African Ancestry,ACB,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",0.0315395,-0.00217046,0.00465641,-0.0060974,0.0209488
HG02102,female,SAME1840155,PEL,Peruvian,AMR,American Ancestry,PEL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0142785,-0.00541124,0.0554965,0.0753518,-0.0299011
HG02104,male,SAME123874,PEL,Peruvian,AMR,American Ancestry,PEL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0157555,-0.00818576,0.0657913,0.0738727,0.0119155
HG02105,female,SAME123873,PEL,Peruvian,AMR,American Ancestry,PEL,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0162662,-0.00976003,0.0659715,0.0759039,0.0123585
HG02106,female,SAME123875,PEL,Peruvian,AMR,American Ancestry,PEL,"1000 Genomes 30x on GRCh38,Human Genome Structural Variation Consortium, Phase 2,Human Genome Structural Variation Consortium, Phase 3,1000 Genomes phase 3 release",,,,,
HG02107,male,SAME1840206,ACB,African Caribbean,AFR,African Ancestry,ACB,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",0.0339198,-0.00306338,0.00471192,-0.00506359,0.0161149
HG02108,female,SAME1840201,ACB,African Caribbean,AFR,African Ancestry,ACB,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",0.0266664,0.000939013,0.00469454,-0.00734132,0.0175384
HG02111,female,SAME1839922,ACB,African Caribbean,AFR,African Ancestry,ACB,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",0.0306284,-0.00187155,0.00426593,-0.00552878,0.0209991
HG02113,female,SAME124044,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0149126,-0.0337049,-0.00242723,-0.0137576,-0.00216045
HG02116,male,SAME1839990,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.014997,-0.0332001,-0.00231255,-0.013241,-0.00251433
HG02120,male,SAME123480,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
HG02121,female,SAME123479,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.014945,-0.0336904,-0.00200785,-0.0141789,-0.00354368
HG02122,male,SAME123478,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0148971,-0.0343849,-0.000898914,-0.0133693,-0.00348213
HG02126,female,SAME123477,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
HG02127,female,SAME123476,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0150847,-0.0342273,-0.00177933,-0.0144927,-0.00410434
HG02128,male,SAME123475,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0149255,-0.0335747,-0.00256485,-0.013869,-0.00325097
HG02129,male,SAME1839724,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
HG02130,female,SAME1839904,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0151374,-0.0338602,-0.00194361,-0.0143924,-0.00168325
HG02131,male,SAME1839896,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0142075,-0.0302616,-0.00416161,-0.0119868,0.000720507
HG02132,male,SAME1839889,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
HG02133,female,SAME1839882,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0149964,-0.0337019,-0.00280948,-0.0146395,-0.00200585
HG02134,male,SAME1839875,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0150576,-0.0342846,-0.00153652,-0.0155309,-0.00245856
HG02135,male,SAME1839872,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",,,,,
HG02136,female,SAME1839865,KHV,Kinh Vietnamese,EAS,East Asian Ancestry,KHV,"1000 Genomes on GRCh38,1000 Genomes 30x on GRCh38,1000 Genomes phase 3 release",-0.0147051,-0.0331823,-0.00270288,-0.0140786,-0.00142838
